country,date,Rt_adj,iar
Denmark,2020-02-20,3.101336135590707,0.40129526966431517
Denmark,2020-02-21,3.101336135590707,0.40129526966431517
Denmark,2020-02-22,3.101336135590707,0.40129526966431517
Denmark,2020-02-23,3.101336135590707,0.40129526966431517
Denmark,2020-02-24,3.101336135590707,0.40129526966431517
Denmark,2020-02-25,3.101336135590707,0.40129526966431517
Denmark,2020-02-26,3.098129423121964,0.40129526966431517
Denmark,2020-02-27,3.104037928126132,0.1490116130620352
Denmark,2020-02-28,3.10302055603311,0.1490116130620352
Denmark,2020-02-29,3.1017970102613757,0.1490116130620352
Denmark,2020-03-01,3.100316697541103,0.1490116130620352
Denmark,2020-03-02,3.098519420395615,0.1490116130620352
Denmark,2020-03-03,3.096333561192628,0.1490116130620352
Denmark,2020-03-04,3.0936724158987925,0.1490116130620352
Denmark,2020-03-05,2.540176915028152,0.06467375552510111
Denmark,2020-03-06,2.537620437784165,0.06467375552510111
Denmark,2020-03-07,2.534541627640597,0.06467375552510111
Denmark,2020-03-08,2.5308928420386207,0.06467375552510111
Denmark,2020-03-09,2.526604915481394,0.06467375552510111
Denmark,2020-03-10,2.521580111838869,0.06467375552510111
Denmark,2020-03-11,2.5156944503583523,0.06467375552510111
Denmark,2020-03-12,1.7853437737082665,0.01996937804432165
Denmark,2020-03-13,1.7813889484538492,0.01996937804432165
Denmark,2020-03-14,1.7768333838505557,0.01996937804432165
Denmark,2020-03-15,1.771709890071354,0.01996937804432165
Denmark,2020-03-16,1.7660308979967523,0.01996937804432165
Denmark,2020-03-17,1.759776634221038,0.01996937804432165
Denmark,2020-03-18,1.752904929336969,0.01996937804432165
Denmark,2020-03-19,1.1550759792747483,0.008909757372881418
Denmark,2020-03-20,1.1515877564355514,0.008909757372881418
Denmark,2020-03-21,1.147827846089378,0.008909757372881418
Denmark,2020-03-22,1.1438656585475109,0.008909757372881418
Denmark,2020-03-23,1.1397561728222638,0.008909757372881418
Denmark,2020-03-24,1.135530282642533,0.008909757372881418
Denmark,2020-03-25,1.1312022112559998,0.008909757372881418
Denmark,2020-03-26,0.786831432328581,0.012580238712247291
Denmark,2020-03-27,0.7846960296185929,0.012580238712247291
Denmark,2020-03-28,0.782541287227796,0.012580238712247291
Denmark,2020-03-29,0.7803986571892656,0.012580238712247291
Denmark,2020-03-30,0.7782924557163793,0.012580238712247291
Denmark,2020-03-31,0.7762365274845026,0.012580238712247291
Denmark,2020-04-01,0.7742371992241792,0.012580238712247291
Denmark,2020-04-02,0.6241638508135191,0.021851019229957122
Denmark,2020-04-03,0.6229688533906305,0.021851019229957122
Denmark,2020-04-04,0.6218197592666652,0.021851019229957122
Denmark,2020-04-05,0.6207216580031103,0.021851019229957122
Denmark,2020-04-06,0.6196777446287033,0.021851019229957122
Denmark,2020-04-07,0.6186886846331308,0.021851019229957122
Denmark,2020-04-08,0.6177533571513646,0.021851019229957122
Denmark,2020-04-09,0.6281607540675045,0.020875099902182885
Denmark,2020-04-10,0.6273256574680499,0.020875099902182885
Denmark,2020-04-11,0.6265427146806112,0.020875099902182885
Denmark,2020-04-12,0.6258066368406989,0.020875099902182885
Denmark,2020-04-13,0.6251129478893314,0.020875099902182885
Denmark,2020-04-14,0.624458128431081,0.020875099902182885
Denmark,2020-04-15,0.6238393453555064,0.020875099902182885
Denmark,2020-04-16,0.6429670082201764,0.03152030860361177
Denmark,2020-04-17,0.642397346548217,0.03152030860361177
Denmark,2020-04-18,0.6418620101515079,0.03152030860361177
Denmark,2020-04-19,0.6413572522790189,0.03152030860361177
Denmark,2020-04-20,0.6408799824772562,0.03152030860361177
Denmark,2020-04-21,0.6404278476704937,0.03152030860361177
Denmark,2020-04-22,0.6399990110141416,0.03152030860361177
Denmark,2020-04-23,0.6823259718740836,0.04041667022702098
Denmark,2020-04-24,0.6819052071085355,0.04041667022702098
Denmark,2020-04-25,0.6815082113388236,0.04041667022702098
Denmark,2020-04-26,0.6811318621165118,0.04041667022702098
Denmark,2020-04-27,0.6807736586261119,0.04041667022702098
Denmark,2020-04-28,0.6804318236435204,0.04041667022702098
Denmark,2020-04-29,0.6801050780003198,0.04041667022702098
Denmark,2020-04-30,0.6760263702573838,0.05261460328600905
Denmark,2020-05-01,0.6757434644027631,0.05261460328600905
Denmark,2020-05-02,0.675474667701283,0.05261460328600905
Denmark,2020-05-03,0.6752187345705574,0.05261460328600905
Denmark,2020-05-04,0.6749746256686561,0.05261460328600905
Denmark,2020-05-05,0.6747415182351643,0.05261460328600905
Denmark,2020-05-06,0.6745187350610953,0.05261460328600905
Denmark,2020-05-07,0.6934712626303329,0.04830090207261481
Denmark,2020-05-08,0.6932656592241357,0.04830090207261481
Denmark,2020-05-09,0.693070351468922,0.04830090207261481
Denmark,2020-05-10,0.6928841748188578,0.04830090207261481
Denmark,2020-05-11,0.6927061835723901,0.04830090207261481
Denmark,2020-05-12,0.6925356834733305,0.04830090207261481
Denmark,2020-05-13,0.6923721514069794,0.04830090207261481
Denmark,2020-05-14,0.7036866880020684,0.05192248624167263
Denmark,2020-05-15,0.7035380425723654,0.05192248624167263
Denmark,2020-05-16,0.7033962521890024,0.05192248624167263
Denmark,2020-05-17,0.7032605949250409,0.05192248624167263
Denmark,2020-05-18,0.7031304818026993,0.05192248624167263
Denmark,2020-05-19,0.7030054734535623,0.05192248624167263
Denmark,2020-05-20,0.7028852311373651,0.05192248624167263
Denmark,2020-05-21,0.7081885036090825,0.0575116711849433
Denmark,2020-05-22,0.7080813075089987,0.0575116711849433
Denmark,2020-05-23,0.7079788543009625,0.0575116711849433
Denmark,2020-05-24,0.7078806901643875,0.0575116711849433
Denmark,2020-05-25,0.7077864420964238,0.0575116711849433
Denmark,2020-05-26,0.7076958255875178,0.0575116711849433
Denmark,2020-05-27,0.7076086150639523,0.0575116711849433
Denmark,2020-05-28,0.7275103999408393,0.06545408815472187
Denmark,2020-05-29,0.72742935360191,0.06545408815472187
Denmark,2020-05-30,0.7273518161175193,0.06545408815472187
Denmark,2020-05-31,0.7272774010379038,0.06545408815472187
Denmark,2020-06-01,0.7272057961145069,0.06545408815472187
Denmark,2020-06-02,0.7271367743887581,0.06545408815472187
Denmark,2020-06-03,0.7270701663052591,0.06545408815472187
Denmark,2020-06-04,0.808583031175472,0.07307350807175898
Denmark,2020-06-05,0.8085103059809889,0.07307350807175898
Denmark,2020-06-06,0.8084403795215102,0.07307350807175898
Denmark,2020-06-07,0.8083726800101757,0.07307350807175898
Denmark,2020-06-08,0.8083067665226076,0.07307350807175898
Denmark,2020-06-09,0.8082423597136928,0.07307350807175898
Denmark,2020-06-10,0.8081792881004534,0.07307350807175898
Denmark,2020-06-11,0.8193763811971182,0.10103157205165891
Denmark,2020-06-12,0.8193176845390345,0.10103157205165891
Denmark,2020-06-13,0.8192605627280986,0.10103157205165891
Denmark,2020-06-14,0.819204820575963,0.10103157205165891
Denmark,2020-06-15,0.8191503062619507,0.10103157205165891
Denmark,2020-06-16,0.8190969156612576,0.10103157205165891
Denmark,2020-06-17,0.8190445745414766,0.10103157205165891
Denmark,2020-06-18,0.78062586851065,0.12548021753226798
Denmark,2020-06-19,0.7805823034664665,0.12548021753226798
Denmark,2020-06-20,0.7805398509719753,0.12548021753226798
Denmark,2020-06-21,0.7804984813865465,0.12548021753226798
Denmark,2020-06-22,0.780458166088658,0.12548021753226798
Denmark,2020-06-23,0.780418872075946,0.12548021753226798
Denmark,2020-06-24,0.7803805614952859,0.12548021753226798
Denmark,2020-06-25,0.8502436548532952,0.09786585034635725
Denmark,2020-06-26,0.8502026053376962,0.09786585034635725
Denmark,2020-06-27,0.8501627763995874,0.09786585034635725
Denmark,2020-06-28,0.8501239000212071,0.09786585034635725
Denmark,2020-06-29,0.8500857696428429,0.09786585034635725
Denmark,2020-06-30,0.8500482558957068,0.09786585034635725
Denmark,2020-07-01,0.8500112806712001,0.09786585034635725
Denmark,2020-07-02,1.0510395171470672,0.08176698148867464
Denmark,2020-07-03,1.0509878738123837,0.08176698148867464
Denmark,2020-07-04,1.0509370829695555,0.08176698148867464
Denmark,2020-07-05,1.050886491908176,0.08176698148867464
Denmark,2020-07-06,1.050835604965782,0.08176698148867464
Denmark,2020-07-07,1.0507841284213284,0.08176698148867464
Denmark,2020-07-08,1.0507318991843364,0.08176698148867464
Denmark,2020-07-09,1.1272950260558492,0.12288534418393407
Denmark,2020-07-10,1.127236865953736,0.12288534418393407
Denmark,2020-07-11,1.1271780990577454,0.12288534418393407
Denmark,2020-07-12,1.12711836726659,0.12288534418393407
Denmark,2020-07-13,1.127057388648679,0.12288534418393407
Denmark,2020-07-14,1.1269949771285466,0.12288534418393407
Denmark,2020-07-15,1.1269310041611011,0.12288534418393407
Denmark,2020-07-16,1.159323139121961,0.14489719355580447
Denmark,2020-07-17,1.1592561115355147,0.14489719355580447
Denmark,2020-07-18,1.1591877372708177,0.14489719355580447
Denmark,2020-07-19,1.1591177394076932,0.14489719355580447
Denmark,2020-07-20,1.1590458897072708,0.14489719355580447
Denmark,2020-07-21,1.1589720187988568,0.14489719355580447
Denmark,2020-07-22,1.1588959890590567,0.14489719355580447
Denmark,2020-07-23,1.2502639809934792,0.16039974685641453
Denmark,2020-07-24,1.2501750110575782,0.16039974685641453
Denmark,2020-07-25,1.2500838525168123,0.16039974685641453
Denmark,2020-07-26,1.2499898366839308,0.16039974685641453
